Number of CPUs,Seconds,GFLOPS,Precision
31, 2.846364, 702.650828,Double
32, 1.137804, 1757.771748,Single
32, 2.572511, 777.450520,Double
33, 1.257656, 1590.259934,Single
33, 2.656299, 752.927376,Double
34, 1.203110, 1662.357917,Single
34, 2.547312, 785.141214,Double
35, 1.218256, 1641.690976,Single
35, 2.530178, 790.458208,Double
36, 1.311492, 1524.980426,Single
36, 2.509148, 797.083429,Double
37, 1.217288, 1642.996024,Single
37, 3.637184, 549.875916,Double
38, 1.482456, 1349.112911,Single
38, 2.554870, 782.818826,Double
39, 1.317771, 1517.714383,Single
39, 2.463030, 812.008056,Double
40, 1.240366, 1612.427419,Single
40, 2.424644, 824.863338,Double
41, 1.244983, 1606.447270,Single
41, 2.321496, 861.513449,Double
42, 1.216309, 1644.319034,Single
42, 2.390167, 836.761725,Double
43, 1.218934, 1640.777617,Single
43, 2.347272, 852.052856,Double
44, 1.280840, 1561.475073,Single
44, 2.410610, 829.665488,Double
45, 1.373078, 1456.581169,Single
45, 2.557841, 781.909509,Double
46, 1.343754, 1488.367773,Single
46, 2.473483, 808.576292,Double
47, 1.045886, 1912.253824,Single
47, 2.370769, 843.608137,Double
48, 1.112049, 1798.481316,Single
48, 2.278242, 877.869819,Double
49, 1.159466, 1724.932216,Single
49, 2.413825, 828.560602,Double
50, 1.393673, 1435.056451,Single
50, 2.315687, 863.674655,Double
51, 1.240597, 1612.127049,Single
51, 2.379363, 840.561148,Double
52, 1.457972, 1371.768384,Single
52, 2.441112, 819.298761,Double
53, 1.595713, 1253.357955,Single
53, 2.517352, 794.485632,Double
54, 1.248327, 1602.144409,Single
54, 2.132586, 937.828379,Double
55, 1.187893, 1683.653609,Single
55, 2.341655, 854.096832,Double
56, 1.284124, 1557.481944,Single
56, 2.317152, 863.128393,Double
57, 1.247792, 1602.831341,Single
57, 2.199805, 909.171537,Double
58, 1.296537, 1542.570706,Single
58, 3.329260, 600.734112,Double
59, 1.079185, 1853.250309,Single
59, 2.386306, 838.115489,Double
60, 1.230817, 1624.937382,Single
60, 2.290538, 873.157496,Double
61, 1.243527, 1608.328319,Single
61, 2.339096, 855.031250,Double
62, 1.077657, 1855.877978,Single
62, 2.349088, 851.394172,Double
63, 1.540454, 1298.318468,Single
63, 2.733506, 731.661104,Double
64, 1.209423, 1653.681435,Single
64, 2.251770, 888.190233,Double
65, 1.258690, 1588.953915,Single
65, 2.212306, 904.034119,Double
66, 1.504602, 1329.254738,Single
66, 2.432061, 822.347629,Double
67, 1.457223, 1372.473795,Single
67, 2.476665, 807.537499,Double
68, 1.639614, 1219.799226,Single
68, 2.776994, 720.203100,Double
69, 1.225847, 1631.525228,Single
69, 2.248566, 889.455742,Double
70, 1.283115, 1558.706837,Single
70, 2.376995, 841.398491,Double
71, 1.204010, 1661.116327,Single
71, 2.153919, 928.539988,Double
72, 1.428890, 1399.687667,Single
72, 2.583617, 774.108673,Double
73, 1.448903, 1380.355058,Single
73, 2.466139, 810.984214,Double
74, 1.039376, 1924.231293,Single
74, 2.379223, 840.610568,Double
75, 1.611726, 1240.905919,Single
75, 2.565807, 779.481803,Double
76, 1.679376, 1190.918332,Single
76, 2.691182, 743.167820,Double
77, 1.255684, 1592.757440,Single
77, 2.346395, 852.371303,Double
78, 1.464124, 1366.004439,Single
78, 2.627255, 761.250947,Double
79, 1.471503, 1359.154382,Single
79, 2.523098, 792.676430,Double
80, 1.405473, 1423.008402,Single
80, 2.420387, 826.314269,Double
81, 1.354180, 1476.908851,Single
81, 2.414505, 828.327160,Double
82, 1.090145, 1834.618028,Single
82, 2.322630, 861.092668,Double
83, 1.024724, 1951.745541,Single
83, 2.721653, 734.847516,Double
84, 1.463198, 1366.868551,Single
84, 2.567112, 779.085665,Double
85, 1.201925, 1663.997680,Single
85, 2.280188, 877.120546,Double
86, 1.129829, 1770.179785,Single
86, 2.666288, 750.106542,Double
87, 1.166104, 1715.112192,Single
87, 2.368042, 844.579651,Double
88, 1.329564, 1504.252361,Single
88, 2.323004, 860.954330,Double
89, 1.356958, 1473.884706,Single
89, 2.369725, 843.979797,Double
90, 1.148642, 1741.186478,Single
90, 2.428195, 823.657089,Double
91, 1.238873, 1614.369992,Single
91, 2.325021, 860.207440,Double
92, 2.080277, 961.410540,Single
92, 3.172092, 630.498808,Double
93, 1.123940, 1779.454426,Single
93, 2.332410, 857.482347,Double
94, 1.004558, 1990.926199,Single
94, 2.217248, 902.019260,Double
95, 1.150116, 1738.954837,Single
95, 2.278025, 877.953353,Double
96, 1.387319, 1441.629785,Single
96, 2.413553, 828.653985,Double
97, 1.475074, 1355.863931,Single
97, 2.388870, 837.215805,Double
98, 1.736496, 1151.744390,Single
98, 2.763291, 723.774631,Double
99, 2.641704, 757.087231,Single
99, 3.812581, 524.579035,Double
100, 1.524772, 1311.671329,Single
100, 2.474090, 808.377947,Double
101, 1.521638, 1314.372824,Single
101, 2.523552, 792.533581,Double
102, 2.053917, 973.749007,Single
102, 2.893893, 691.110530,Double
103, 1.794861, 1114.292516,Single
103, 3.032549, 659.511143,Double
104, 1.246078, 1605.035748,Single
104, 2.218329, 901.579591,Double
105, 2.114584, 945.812603,Single
105, 3.313034, 603.676339,Double
106, 0.964817, 2072.932270,Single
106, 2.173866, 920.019858,Double
107, 0.920692, 2172.278737,Single
107, 2.233697, 895.376771,Double
108, 1.409470, 1418.972601,Single
108, 2.500739, 799.763536,Double
109, 1.448835, 1380.419232,Single
109, 2.443901, 818.363853,Double
110, 1.602829, 1247.793852,Single
110, 2.644538, 756.275633,Double
111, 1.121174, 1783.844252,Single
111, 2.330244, 858.279220,Double
112, 1.609262, 1242.805755,Single
112, 2.672105, 748.473693,Double
113, 1.999226, 1000.386926,Single
113, 2.911326, 686.972089,Double
114, 2.244906, 890.905824,Single
114, 3.513211, 569.279707,Double
115, 1.319545, 1515.673536,Single
115, 2.072843, 964.858593,Double
116, 2.982740, 670.524315,Single
116, 4.164099, 480.295943,Double
117, 3.609558, 554.084499,Single
117, 5.265299, 379.845486,Double
118, 0.774401, 2582.639629,Single
118, 2.420611, 826.237745,Double
119, 1.423543, 1404.945083,Single
119, 2.412090, 829.156418,Double
120, 1.691092, 1182.667575,Single
120, 2.734019, 731.523694,Double
121, 1.678391, 1191.617379,Single
121, 2.700717, 740.544217,Double
122, 0.901851, 2217.660765,Single
122, 2.178211, 918.184886,Double
123, 1.096755, 1823.561081,Single
123, 2.502553, 799.183916,Double
124, 2.672910, 748.248133,Single
124, 4.151794, 481.719414,Double
125, 2.705610, 739.204874,Single
125, 2.887954, 692.531727,Double
126, 1.318700, 1516.645055,Single
126, 2.407837, 830.620968,Double
127, 1.184148, 1688.977986,Single
127, 2.394006, 835.419967,Double
128, 1.797781, 1112.482258,Single
128, 3.178280, 629.271097,Double
